group,names,scores,logfoldchanges,pvals,pvals_adj
B cells,SERPINE1,11.921858,,9.105561966436651e-33,5.655628550581771e-32
B cells,NAPA-AS1,11.920138,-3.5372932,9.295424399037256e-33,5.755680742437929e-32
B cells,KIAA1429,11.906691,,1.0922741461180933e-32,6.742433000728971e-32
B cells,KLF11,11.900845,,1.1715493942025114e-32,7.209534733553915e-32
B cells,RP11-432J24.2,11.892822,,1.2897389983533609e-32,7.912509192351907e-32
B cells,UTP6,11.885487,,1.4081241392418858e-32,8.612380056525295e-32
B cells,MARCH5,11.882736,,1.455248388064861e-32,8.873465780883299e-32
B cells,TAOK3,11.881895,,1.4699574178084175e-32,8.935911354458465e-32
B cells,RFXANK,11.877922,,1.5415144294704228e-32,9.342511693760138e-32
B cells,HBP1,11.877387,,1.5514076126636505e-32,9.374064124855894e-32
B cells,SCT,11.865773,,1.7824805712460015e-32,1.0737834766542178e-31
B cells,USF2,11.845334,,2.2751058981136723e-32,1.3664299688370403e-31
B cells,POP7,11.829632,,2.743425625193926e-32,1.6427698354454648e-31
B cells,RRAGC,11.810606,,3.4407251348140756e-32,2.054164259590493e-31
B cells,CTD-2006K23.1,11.809078,,3.503832607580162e-32,2.0856146473691436e-31
B cells,CORO7,11.806557,,3.610482200421238e-32,2.1427194067781827e-31
B cells,PRDX4,11.80159,,3.830066398164633e-32,2.2663114782039244e-31
B cells,BANP,11.792879,,4.2476736881469455e-32,2.506002175897903e-31
B cells,PROCA1,11.7818,,4.8447408375838163e-32,2.8498475515198916e-31
B cells,TMED5,11.778285,,5.051032079310224e-32,2.9624821579532104e-31
B cells,NF1,11.777291,,5.1108964848956e-32,2.9888283537401165e-31
B cells,LYPLA1,11.771714,,5.460380023575119e-32,3.183895057478203e-31
B cells,GGA2,11.765601,,5.870671376042959e-32,3.4032877542278028e-31
B cells,WIBG,11.761093,,6.192739479046805e-32,3.579618195980813e-31
B cells,DOK3,11.755248,,6.636585352555271e-32,3.8251212406658623e-31
B cells,USP3,11.729536,,8.995031092164739e-32,5.1547456115557246e-31
B cells,DENND5A,11.72136,,9.906827888702858e-32,5.661044507830205e-31
B cells,CTD-2012J19.3,11.721055,,9.942637566324477e-32,5.665320550612238e-31
B cells,LMNB1,11.716317,,1.0514407638286728e-31,5.974095249026551e-31
B cells,SPG7,11.705353,,1.1966070246422e-31,6.77964319910595e-31
B cells,GNS,11.702334,,1.2399465899736138e-31,7.00534796595262e-31
B cells,GLTP,11.697177,,1.317644426932579e-31,7.423348884127206e-31
B cells,NCOR2,11.696604,,1.3265704746400948e-31,7.452643115955589e-31
B cells,HMGXB4,11.688504,,1.4593366618150575e-31,8.175555528375672e-31
B cells,AMDHD2,11.68392,,1.540249802509921e-31,8.604747500055424e-31
B cells,LINC01119,11.682926,0.2457748,1.558359652394936e-31,8.68166937267374e-31
B cells,ERI3,11.677349,,1.6640504178641406e-31,9.24472454368967e-31
B cells,RARA,11.6681795,,1.8534660839006005e-31,1.0268510160114131e-30
B cells,METTL13,11.659469,,2.053186107324956e-31,1.134356965372904e-30
B cells,CKB,11.65137,,2.2579991815440676e-31,1.2440766840463183e-30
B cells,PCNA,11.650835,,2.272217201723934e-31,1.2484709899582056e-30
B cells,TMEM18,11.616833,,3.384514472171702e-31,1.8545284779023025e-30
B cells,NFIC,11.615229,,3.448659348651821e-31,1.881059285756131e-30
B cells,LYRM2,11.615152,,3.4517437893625005e-31,1.881059285756131e-30
B cells,ATAD3C,11.614464,1.4379458,3.479627285562878e-31,1.891101785631999e-30
B cells,SMAP2,11.6137,,3.510871270148571e-31,1.9029112575331006e-30
B cells,MVB12A,11.607205,,3.787941434986419e-31,2.04753591080347e-30
B cells,AIM2,11.601704,,4.039541736514418e-31,2.1776505318137026e-30
B cells,CYFIP1,11.592994,,4.472250058654751e-31,2.4044355154057804e-30
B cells,CORO1C,11.575878,,5.460948346898769e-31,2.9202932336357053e-30
B cells,VPS25,11.572668,,5.669152367008921e-31,3.0235479290714246e-30
B cells,CIR1,11.56648,,6.093193804373602e-31,3.2410605342412775e-30
B cells,AK2,11.550968,,7.2993293054508475e-31,3.8723232389659665e-30
B cells,MAPK14,11.548065,,7.550129468382925e-31,3.994777496498902e-30
B cells,MAP3K7CL,11.543251,,7.984911300439875e-31,4.206320669584326e-30
B cells,GPR153,11.543175,-0.3659701,7.99200927221022e-31,4.206320669584326e-30
B cells,C19orf33,11.534655,,8.824012882059314e-31,4.632027759611188e-30
B cells,UBLCP1,11.534311,,8.85933883901053e-31,4.638397297911273e-30
B cells,FCER1A,11.5317135,,9.13082258915957e-31,4.7680535713627e-30
B cells,UBE3A,11.530873,,9.220411350903715e-31,4.802297578595685e-30
B cells,DNAJC2,11.525142,,9.854939057138089e-31,5.119448860850955e-30
B cells,PIGX,11.522162,,1.0201833776779756e-30,5.285924236673449e-30
B cells,EVA1B,11.498246,1.5177546,1.3462298397872562e-30,6.957260153939309e-30
B cells,PDK2,11.493586,,1.4208983830217175e-30,7.324218469184111e-30
B cells,GUSB,11.492821,,1.4335253376779122e-30,7.370310219423714e-30
B cells,CAT,11.489994,,1.4812211098775594e-30,7.596005691679792e-30
B cells,MAFF,11.489421,,1.491079482452353e-30,7.627005025331728e-30
B cells,SSBP3,11.484646,,1.575806181852247e-30,8.039827458429831e-30
B cells,POLR3K,11.480405,,1.6550394051397832e-30,8.422592392568871e-30
B cells,ATXN10,11.461952,,2.0484527525240454e-30,1.0398237322457083e-29
B cells,SPNS1,11.458819,,2.123905920047141e-30,1.0753954025555144e-29
B cells,NEFH,11.456298,0.4510924,2.18663498431395e-30,1.1043611031888636e-29
B cells,HEXIM2,11.44476,,2.4979489196019206e-30,1.2584125539556275e-29
B cells,CSRP1,11.433757,,2.8356821267157212e-30,1.421394549732191e-29
B cells,OVCH1-AS1,11.413356,-1.9887179,3.5862107156193125e-30,1.7886337733762156e-29
B cells,MTIF3,11.408542,,3.790285515443946e-30,1.8857141867880328e-29
B cells,CRLS1,11.40541,,3.9292450552590066e-30,1.9499975460342464e-29
B cells,SMARCA4,11.4047985,,3.956942878262501e-30,1.9588826130012378e-29
B cells,IFIT1,11.397004,,4.327545548389989e-30,2.1370595300691304e-29
B cells,TAF10,11.3833275,4.8018093,5.0630499690607066e-30,2.4941132852515795e-29
B cells,HDAC2,11.3805,,5.229898723417321e-30,2.569974802662074e-29
B cells,MIS18BP1,11.378284,,5.3644769167346774e-30,2.62964554741896e-29
B cells,COMMD3,11.377559,,5.409305880494898e-30,2.6451373498752557e-29
B cells,TRPM4,11.359716,1.9673188,6.635938776472552e-30,3.237043305596367e-29
B cells,MED7,11.359105,,6.68253120792569e-30,3.251840003856784e-29
B cells,VPS72,11.357195,,6.830235229773604e-30,3.315648169793012e-29
B cells,TBC1D23,11.338475,,8.460580045022374e-30,4.087236736725785e-29
B cells,SRGAP1,11.337558,-3.6038725,8.549675273987745e-30,4.120325433247106e-29
B cells,SETX,11.336259,,8.677489530400876e-30,4.171869966538883e-29
B cells,C1orf123,11.329,,9.427444202691635e-30,4.521555972513974e-29
B cells,GLRX3,11.324186,,9.95990153035872e-30,4.7655031245735505e-29
B cells,RPUSD1,11.323729,,1.0012142151256892e-29,4.7790654659937434e-29
B cells,MBOAT7,11.316317,,1.0895432947561839e-29,5.188301403600876e-29
B cells,TIMMDC1,11.310815,,1.1600678661959812e-29,5.511011240836016e-29
B cells,MEF2D,11.300347,,1.307004102243721e-29,6.194332238121901e-29
B cells,TRIM58,11.283613,-0.14411342,1.5811494623314215e-29,7.475883982654476e-29
B cells,SNX3,11.278112,,1.6831944055516883e-29,7.939596252602304e-29
B cells,E2F3,11.272534,,1.7933272831271236e-29,8.419376916089782e-29
B cells,TRIM14,11.268943,,1.8679885626138024e-29,8.749360949010784e-29
B cells,SDCCAG8,11.248771,,2.3484131998442292e-29,1.0948313285987082e-28
B cells,LEPROT,11.248237,,2.3626954228509692e-29,1.0989281036516136e-28
B cells,SPEN,11.244034,,2.4779531535183392e-29,1.1498622522126864e-28
B cells,PAFAH1B1,11.241054,,2.5630452517981144e-29,1.1865950239806085e-28
B cells,STRA13,11.237997,,2.653331172690912e-29,1.2255571236447632e-28
B cells,MPLKIP,11.2219515,,3.181706597724631e-29,1.4628536081492558e-28
B cells,ATP6V1D,11.221493,,3.1982461700832375e-29,1.4670853991207512e-28
B cells,SNRNP27,11.207969,,3.726473649165874e-29,1.7054799309683632e-28
B cells,VOPP1,11.207434,,3.749055552072135e-29,1.7118975123617054e-28
B cells,SDAD1,11.2020855,,3.982477267001496e-29,1.8143404405473787e-28
B cells,LTB,11.196736,,4.230312060865344e-29,1.9228691185751562e-28
B cells,FEM1A,11.1896305,,4.5833949402607843e-29,2.078637161116002e-28
B cells,ATP5SL,11.1885605,,4.6390210730002386e-29,2.09910455791866e-28
B cells,ZFAND4,11.186269,2.1377616,4.76048554841269e-29,2.1492034078612593e-28
B cells,C1GALT1C1,11.185351,,4.8099501933465795e-29,2.166644231237198e-28
B cells,GSK3A,11.1697645,0.7073462,5.733287529116126e-29,2.5767584400521916e-28
B cells,RELB,11.156393,,6.664109044534654e-29,2.9883897060693515e-28
B cells,PICALM,11.1488285,,7.255558020889926e-29,3.2463346849619357e-28
B cells,GBP4,11.148064,,7.31812161292865e-29,3.26701857720029e-28
B cells,WBP2,11.147606,,7.355916374466048e-29,3.276577449650801e-28
B cells,ZWINT,11.144931,-0.044060215,7.580277136603851e-29,3.3690120607128227e-28
B cells,ARAP1,11.142639,,7.777981184604006e-29,3.449215602928606e-28
B cells,COMMD4,11.132782,,8.688060646785526e-29,3.8442746224714714e-28
B cells,SMARCB1,11.118341,,1.021538638216908e-28,4.510104362988555e-28
B cells,YIPF3,11.117119,,1.0356301834572755e-28,4.558070820832572e-28
B cells,MIS18A,11.117003,,1.0369611117394102e-28,4.558070820832572e-28
B cells,CRTAP,11.11177,,1.0995828206907234e-28,4.822731669696156e-28
B cells,TIMM17A,11.0984745,,1.2760300246173264e-28,5.58437647534935e-28
B cells,PPIF,11.096564,,1.3035898730277814e-28,5.692532196627866e-28
B cells,IDI1,11.094654,,1.3317401405210373e-28,5.802789283316066e-28
B cells,CRTC2,11.062448,6.0007257,1.9081761522351264e-28,8.296418053196201e-28
B cells,SLC20A2,11.056144,1.0085795,2.0470993148734864e-28,8.881125010297121e-28
B cells,PINK1,11.043842,,2.347743887307504e-28,1.0163393451547636e-27
B cells,C10orf32,11.040862,,2.4269275421476817e-28,1.0483488303013743e-27
B cells,LAS1L,11.0203085,,3.0501253679089757e-28,1.314709210305593e-27
B cells,BBC3,11.012973,,3.309006141432501e-28,1.4232284479279573e-27
B cells,SEPHS2,11.008924,,3.4611489058372216e-28,1.4854716334065329e-27
B cells,SNX5,10.998379,,3.8906292676161226e-28,1.6662223844180395e-27
B cells,PGF,10.99517,,4.031540973152591e-28,1.7228807577575175e-27
B cells,UBE2Q1,10.9941,,4.079627412918254e-28,1.7397131824811317e-27
B cells,NDUFA9,10.986306,,4.4475705614699e-28,1.8885649942547347e-27
B cells,ZNF330,10.966364,,5.545817424016621e-28,2.3499226372951782e-27
B cells,SMARCC2,10.963039,,5.753375174533835e-28,2.43271677570141e-27
B cells,RASGRP4,10.956278,,6.1997260915025545e-28,2.6104109858958126e-27
B cells,BET1,10.949821,,6.6578999726760155e-28,2.7974369633092502e-27
B cells,GRPEL1,10.948178,,6.779739517640127e-28,2.8426580786751058e-27
B cells,ZNF106,10.945886,,6.9534521892580075e-28,2.9093942214468652e-27
B cells,NUDT5,10.936258,,7.7325565182382515e-28,3.228624851038936e-27
B cells,DNTTIP1,10.932362,,8.071986624152018e-28,3.3633277600633405e-27
B cells,SMIM7,10.914864,,9.787569637655717e-28,4.069675525012772e-27
B cells,MLLT11,10.908675,,1.0477242424805597e-27,4.347403495769957e-27
B cells,CXCL10,10.895342,,1.2131060751766395e-27,5.023213561808031e-27
B cells,AKAP8,10.894845,,1.2197428513104376e-27,5.040259716158833e-27
B cells,C3orf38,10.876048,,1.4992248498400605e-27,6.169649587819179e-27
B cells,NIT1,10.868636,,1.626126837664174e-27,6.67813896371324e-27
B cells,ARSG,10.867032,,1.6549729302918564e-27,6.782675943819084e-27
B cells,TANK,10.865427,,1.6843264261470634e-27,6.888860638638296e-27
B cells,TRIM8,10.844033,,2.12875256052909e-27,8.653465693207682e-27
B cells,C14orf80,10.840977,,2.201088497985528e-27,8.91873597582512e-27
B cells,UBE2D4,10.8409,3.2851565,2.2029277860288046e-27,8.91873597582512e-27
B cells,TYW5,10.836315,,2.3161199446191438e-27,9.358060382299571e-27
B cells,ORMDL2,10.829973,,2.482267271831181e-27,1.000914222512573e-26
B cells,NDUFA10,10.829592,,2.492645324331119e-27,1.0030765892680558e-26
B cells,GOSR2,10.825771,3.3952656,2.5988217542502786e-27,1.0437035157631641e-26
B cells,NFATC1,10.809572,,3.101119583468724e-27,1.2429337007890677e-26
B cells,TMEM248,10.801015,,3.404206033760281e-27,1.3616824135041123e-26
B cells,FAM110A,10.79857,,3.49607472581092e-27,1.3956386130981718e-26
B cells,SLC6A12,10.793527,-2.4271665,3.693389560652964e-27,1.4714699444832526e-26
B cells,DUSP22,10.787643,,3.9375832678197865e-27,1.5625330427856295e-26
B cells,EGFL7,10.78069,0.28750172,4.246885470577882e-27,1.6819348398328244e-26
B cells,AC010642.1,10.778626,,4.343206875914862e-27,1.716682559650143e-26
B cells,COQ7,10.75983,,5.3268196729637236e-27,2.101309535685887e-26
B cells,USP38,10.754558,,5.6403753744214006e-27,2.2206202261501578e-26
B cells,GMPR2,10.748139,,6.0468871547448926e-27,2.371328295978389e-26
B cells,MAPK1IP1L,10.739276,,6.656415144889858e-27,2.60525054594515e-26
B cells,MESDC2,10.736297,,6.87472763765662e-27,2.685440483459617e-26
B cells,NFU1,10.733851,,7.059146697071264e-27,2.7521039754663796e-26
B cells,MAP3K7,10.731635,,7.230509090859074e-27,2.8134276618128694e-26
B cells,PPP2CA,10.730184,,7.345010893556914e-27,2.852431414973559e-26
B cells,PGM2,10.726211,,7.667659694692942e-27,2.971961121974008e-26
B cells,ANTXR2,10.720326,,8.171407589440067e-27,3.1610861081006063e-26
B cells,EIF2S1,10.709935,,9.142577153843585e-27,3.529952569051577e-26
B cells,WDR83,10.700346,,1.0139899869898873e-26,3.907475865086271e-26
B cells,TAF6L,10.699658,3.4173717,1.0215431795281387e-26,3.9290122289543794e-26
B cells,SNRNP35,10.685714,,1.1873242190122539e-26,4.549134938744268e-26
B cells,CD2AP,10.677767,,1.2934543342424237e-26,4.9368486039787164e-26
B cells,SAMSN1,10.666841,,1.4548949413352276e-26,5.542456919372296e-26
B cells,PCGF1,10.665771,,1.4717354871987183e-26,5.595952422808815e-26
B cells,DSCR3,10.664586,,1.4906058759516276e-26,5.656948295831604e-26
B cells,DNAJC7,10.631922,,2.1170460339478552e-26,8.003954759727241e-26
B cells,SKAP2,10.624586,,2.2902504476792662e-26,8.6424545195444e-26
B cells,CTNNBL1,10.623441,,2.3185541274686324e-26,8.732783907603134e-26
B cells,AFAP1L2,10.621683,,2.362627979233373e-26,8.882060072305913e-26
B cells,TMEM102,10.6209955,3.2494104,2.380099473254217e-26,8.930954871497999e-26
B cells,CXCL2,10.609534,,2.6908813654324045e-26,1.0078207361170053e-25
B cells,MDP1,10.609228,,2.6996974435860045e-26,1.0092326891910296e-25
B cells,TMEM141,10.607242,,2.75770401577275e-26,1.0289940357361006e-25
B cells,SLC39A3,10.60132,,2.93803988953232e-26,1.094242044518555e-25
B cells,MKKS,10.592571,,3.226070938430798e-26,1.1992828767400737e-25
B cells,DNAJC15,10.589286,,3.3413244942503513e-26,1.2398235600186832e-25
B cells,INTS12,10.585007,,3.497561036859311e-26,1.2953929766145595e-25
B cells,TRIOBP,10.581568,,3.6283384256001894e-26,1.341345074159035e-25
B cells,ATP6AP1,10.568006,,4.193169268436188e-26,1.5472949330022833e-25
B cells,CLPX,10.565905,3.3404295,4.2881527469997537e-26,1.5794301093921744e-25
B cells,SNX20,10.562924,,4.426524278339402e-26,1.627398631742427e-25
B cells,RP11-390E23.6,10.559257,,4.602916681201719e-26,1.689143736220814e-25
B cells,RNF25,10.548942,,5.1372526540956537e-26,1.8783373506748276e-25
B cells,MX1,10.527777,,6.43363354345602e-26,2.3480414392175254e-25
B cells,MGST2,10.512648,,7.554267516678415e-26,2.752010024290861e-25
B cells,HSPB11,10.51173,,7.628086683241612e-26,2.7738497029969497e-25
B cells,TIMM22,10.501874,,8.468232938622516e-26,3.073768761750459e-25
B cells,LBR,10.496028,,9.009128007499203e-26,3.264176814311305e-25
B cells,SCD,10.495111,,9.097026423072817e-26,3.2900638058129534e-25
B cells,SREBF1,10.489725,,9.630863985579545e-26,3.476846204180341e-25
B cells,CHTF8,10.485866,,1.0032232901348587e-25,3.61521906354904e-25
B cells,MED28,10.483917,,1.0241159552346784e-25,3.683870342570785e-25
B cells,RASD1,10.481626,4.1864166,1.049248234712447e-25,3.7674981497753934e-25
B cells,NRROS,10.467948,,1.2124251804708396e-25,4.337836066085293e-25
B cells,MKLN1,10.4585495,,1.3388913157624812e-25,4.781754699151718e-25
B cells,TMEM138,10.457327,,1.3562750791847767e-25,4.835205273386013e-25
B cells,C17orf62,10.445331,,1.5391741411050942e-25,5.467758938206375e-25
B cells,CCDC94,10.444719,,1.5491218824979225e-25,5.493340008857882e-25
B cells,PRKACA,10.441969,,1.5946810539308742e-25,5.644888686480971e-25
B cells,VPS26B,10.432035,,1.7705339887052352e-25,6.256303847014966e-25
B cells,FAM32A,10.422179,,1.9640079831790756e-25,6.915521067531957e-25
B cells,FAAH,10.413736,,2.1462973642701545e-25,7.544103213603356e-25
B cells,AP001189.4,10.408349,,2.271260581511096e-25,7.969335373723144e-25
B cells,THOC6,10.407738,,2.285888601165476e-25,8.0066150653782e-25
B cells,SHARPIN,10.397958,,2.5330441493463187e-25,8.856797724987129e-25
B cells,ILF3,10.383899,,2.9353874449962697e-25,1.0245680436287156e-24
B cells,MLX,10.382829,,2.9684739309414455e-25,1.0343114741956257e-24
B cells,MTCH2,10.367547,,3.4835300033582104e-25,1.2095590289438232e-24
B cells,POLR2E,10.348215,,4.263592884330506e-25,1.4778484867696729e-24
B cells,WDR62,10.343325,-2.3460112,4.486931357919502e-25,1.5525714041243953e-24
B cells,STK38,10.341797,,4.559073511742214e-25,1.574809503192475e-24
B cells,ATXN7L3B,10.338091,,4.738826473001215e-25,1.6340780941383503e-24
B cells,MID1IP1,10.335761,,4.85544552817571e-25,1.6714098203702963e-24
B cells,FAM212A,10.330297,,5.140096836010163e-25,1.7663563010344203e-24
B cells,FKBP2,10.32789,,5.270692024026106e-25,1.808127624022678e-24
B cells,FAM106A,10.3271265,-0.018203944,5.31283433927342e-25,1.8194638148196645e-24
B cells,FBXO4,10.320097,,5.716548801989314e-25,1.954375658799766e-24
B cells,APOBEC3H,10.318492,,5.812880214068588e-25,1.983918161798153e-24
B cells,C4orf33,10.308177,8.10688,6.471724185160369e-25,2.2050167581466336e-24
B cells,MRPS23,10.307337,,6.528559276984099e-25,2.2205983935320065e-24
B cells,ECSIT,10.30344,,6.798596743788305e-25,2.3085218145291357e-24
B cells,PIGT,10.29045,,7.781174908069939e-25,2.6376864095152337e-24
B cells,NRBF2,10.268139,,9.807860451087386e-25,3.319072910689471e-24
B cells,C19orf52,10.257518,,1.094847458443719e-24,3.6988089812287806e-24
B cells,ELOF1,10.252322,,1.1553404899328281e-24,3.8965952442928436e-24
B cells,ECHDC1,10.251023,,1.1709740566648396e-24,3.942673591464107e-24
B cells,PDXDC1,10.233373,9.826655,1.4053795375792331e-24,4.723964832199103e-24
B cells,COMMD5,10.232914,,1.4120503611425627e-24,4.738424030679741e-24
B cells,PMVK,10.230507,,1.447590231961754e-24,4.849548515784771e-24
B cells,NOC4L,10.225503,7.0932646,1.524352332842096e-24,5.098168337264535e-24
B cells,ZNF467,10.225197,,1.5291686112261855e-24,5.105738267867064e-24
B cells,ECHS1,10.223287,,1.5596137600801596e-24,5.1987125336005324e-24
B cells,CHIC2,10.22046,,1.6057778673993388e-24,5.343686746753208e-24
B cells,COMMD10,10.216716,,1.669003535076264e-24,5.544862242778285e-24
B cells,SGK1,10.212054,,1.751168726195857e-24,5.80818814658659e-24
B cells,CSRNP1,10.208005,,1.82580332080292e-24,6.04570636027457e-24
B cells,MPP1,10.202886,,1.9246771587761707e-24,6.3625691199212256e-24
B cells,CIRH1A,10.192723,,2.1369306408133903e-24,7.052037089033845e-24
B cells,AP4S1,10.192571,,2.1402932565217716e-24,7.052037089033845e-24
B cells,TRUB2,10.191577,2.5134885,2.16227838766294e-24,7.112757854154407e-24
B cells,DAB2,10.155207,0.28019843,3.141450078079339e-24,1.0316749024891097e-23
B cells,TMEM199,10.135187,,3.856342878661555e-24,1.2623053612640114e-23
B cells,VTI1B,10.130527,,4.04466777358202e-24,1.3217868541117714e-23
B cells,ANKRD18A,10.12151,0.6399168,4.435196852515531e-24,1.4470462814080034e-23
B cells,TNFRSF9,10.112952,1.3156716,4.8403321392404116e-24,1.576655419948017e-23
B cells,SRSF6,10.1085205,,5.06432779279299e-24,1.6469358675749563e-23
B cells,SAMD4B,10.105464,,5.224759378855231e-24,1.6963504476802698e-23
B cells,C2orf76,10.102179,,5.402840344040894e-24,1.751325881374682e-23
B cells,TNNI2,10.101796,,5.423933699916163e-24,1.7553183494874313e-23
B cells,KIAA0196,10.090106,,6.11035572795185e-24,1.9742667941686108e-23
B cells,ARC,10.071997,-1.6501487,7.347091599482226e-24,2.3662130755176252e-23
B cells,AP3M1,10.071385,,7.392904009755673e-24,2.3771395529761006e-23
B cells,CD9,10.060918,,8.222823880160079e-24,2.6397508443531556e-23
B cells,DYNC2LI1,10.055035,,8.729111568928363e-24,2.7977921695283216e-23
B cells,GINM1,10.0464,,9.528491737207064e-24,3.0491173559062604e-23
B cells,RAB27B,10.046018,0.9886116,9.565490202559161e-24,3.0560671573671443e-23
B cells,PLAC8,10.038759,,1.0296120601179704e-23,3.284248995591612e-23
B cells,TMEM242,10.036543,,1.0529973198912722e-23,3.353494649335262e-23
B cells,SCPEP1,10.03341,,1.0869593364974534e-23,3.456150513505416e-23
B cells,HAGH,10.033105,,1.0903302214916125e-23,3.4613657825130554e-23
B cells,ASB8,10.032876,,1.0928651774119489e-23,3.463914983873055e-23
B cells,USP7,10.032341,,1.0988027954911e-23,3.4772240363642406e-23
B cells,MICU1,10.031806,,1.1047723600084567e-23,3.4905919747502584e-23
B cells,POLDIP2,10.028062,,1.1474682194603963e-23,3.6197735629665497e-23
B cells,RGS18,10.026152,,1.1698773025804584e-23,3.6846529215132547e-23
B cells,TANGO6,10.022408,,1.2150637752003953e-23,3.820955267925771e-23
B cells,KIAA0930,10.01874,,1.2610029177244949e-23,3.959192834299827e-23
B cells,DMAP1,9.996735,,1.575058452151278e-23,4.937487310819053e-23
B cells,CDC123,9.991462,,1.6611346583371746e-23,5.1991695096625184e-23
B cells,IFI44,9.988864,,1.7052461329148162e-23,5.328894165358801e-23
B cells,MX2,9.982828,,1.8122696524174543e-23,5.65450749584229e-23
B cells,SPRTN,9.981299,,1.8404029687121995e-23,5.733342581657942e-23
B cells,TBPL1,9.980918,,1.847503606984826e-23,5.746511996842383e-23
B cells,ACADVL,9.973735,,1.9861596814118013e-23,6.16819776835963e-23
B cells,LYN,9.96617,,2.143338587989699e-23,6.646011125549454e-23
B cells,LIN52,9.965713,0.25168025,2.1532508907263332e-23,6.666411426397316e-23
B cells,KCTD10,9.964566,4.6855507,2.1782306840094185e-23,6.733325143769454e-23
B cells,DERL1,9.960898,,2.260110273012462e-23,6.975648990779204e-23
B cells,STMN1,9.954862,,2.401556216236876e-23,7.400789572378662e-23
B cells,LINC00926,9.95043,,2.5109495512045634e-23,7.725998619090964e-23
B cells,ARMC7,9.936256,,2.8950272177395025e-23,8.89409283483718e-23
B cells,HMBOX1,9.933314,,2.981750363217442e-23,9.146473506801969e-23
B cells,CWC27,9.932627,,3.0023913958889244e-23,9.195685745448467e-23
B cells,LY6G6F,9.9267435,,3.184869624651035e-23,9.739662460706528e-23
B cells,PSMC4,9.915665,,3.5588107187718165e-23,1.0866597614570432e-22
B cells,B4GALT4,9.913677,,3.630316073882939e-23,1.1068036810618715e-22
B cells,NCKAP1L,9.902675,,4.052877800313366e-23,1.2337527550421206e-22
B cells,RMDN3,9.9018345,,4.087090122978845e-23,1.242276633124269e-22
B cells,MGMT,9.892703,,4.4776955827048514e-23,1.358936443916495e-22
B cells,CPSF3L,9.891672,,4.524082425296899e-23,1.3709340682717875e-22
B cells,MGAT1,9.89045,,4.5796758427196323e-23,1.3856810416700855e-22
B cells,PITPNM1,9.884643,,4.853120262034528e-23,1.4651052442200202e-22
B cells,BABAM1,9.884566,,4.8568238845893674e-23,1.4651052442200202e-22
B cells,GDI2,9.863324,,6.002843014756769e-23,1.8080852454086652e-22
B cells,MAP3K8,9.859199,,6.254691305067883e-23,1.881110166937709e-22
B cells,YWHAE,9.854767,,6.536853613792556e-23,1.9630191032410077e-22
B cells,LRRC47,9.850488,,6.821232220738095e-23,2.045346992725066e-22
B cells,QPRT,9.849189,0.6464251,6.909960259433066e-23,2.068850377075768e-22
B cells,IL4I1,9.845292,,7.183057456102785e-23,2.1474013321682466e-22
B cells,ADA,9.823286,,8.938161060627667e-23,2.668107779291841e-22
B cells,SIGLEC12,9.823056,-0.29270658,8.958515024111049e-23,2.670198218811043e-22
B cells,INIP,9.806629,0.544518,1.0543216394657899e-22,3.133199522929539e-22
B cells,SLC25A14,9.798987,2.3526225,1.1371939759173397e-22,3.374462836549969e-22
B cells,EMG1,9.7982235,,1.1458276883978255e-22,3.3950450026602234e-22
B cells,CHN2,9.792645,3.8082216,1.2108503458463763e-22,3.5823974729182727e-22
B cells,SLA,9.791805,,1.220959905160557e-22,3.606971654831778e-22
B cells,NXT2,9.791347,,1.226509379899544e-22,3.618021769615174e-22
B cells,EAPP,9.784241,,1.3157886111795246e-22,3.8756660123108236e-22
B cells,GLYCTK,9.776906,,1.4146954571962676e-22,4.160868991753728e-22
B cells,ADI1,9.776676,,1.4179020723109718e-22,4.1641764238207687e-22
B cells,APOBEC3B,9.773086,,1.4690885732230546e-22,4.308177634085204e-22
B cells,NUDT1,9.77064,,1.5049812902533836e-22,4.400530088460186e-22
B cells,THAP2,9.756504,,1.730159918634913e-22,5.051561806233322e-22
B cells,SYVN1,9.751308,,1.8210537283010234e-22,5.309194543151672e-22
B cells,KRT23,9.747794,-0.82722867,1.8852047431391777e-22,5.488223415252336e-22
B cells,SH3KBP1,9.730679,,2.2310034637700843e-22,6.485475185378153e-22
B cells,RBPJ,9.719905,,2.4801374377944894e-22,7.1992378455573e-22
B cells,HDGF,9.6996565,,3.0251615335818143e-22,8.755894453203515e-22
B cells,SMIM12,9.696524,,3.119469138367437e-22,9.01580675828739e-22
B cells,BAZ2A,9.693315,,3.2190936832138637e-22,9.276927040962143e-22
B cells,CIDEB,9.693085,,3.2263290248284358e-22,9.284400071448737e-22
B cells,RANBP17,9.692856,-1.4322324,3.2335804606303583e-22,9.291897875374594e-22
B cells,KLHL6,9.691481,,3.2774290421795107e-22,9.404387495493576e-22
B cells,TTC1,9.689647,,3.336810426522767e-22,9.561061394048044e-22
B cells,DIAPH1,9.686743,,3.4330156566582476e-22,9.822648516904857e-22
B cells,PRDX3,9.68086,,3.6364533417142313e-22,1.038986669061209e-21
B cells,NANS,9.677956,,3.74120323042935e-22,1.0673903653150785e-21
B cells,BCL2A1,9.65916,,4.495369413639864e-22,1.280732026678024e-21
B cells,ERP44,9.64617,,5.102596713888379e-22,1.4516633609924264e-21
B cells,TMEM80,9.638147,,5.51749016552022e-22,1.56746879702279e-21
